ID,JUDUL MASAKAN,BAHAN,NAMA DAERAH
1146,ayam sasando,"(air, bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, daun salam, garam, gula, gula merah, jahe, jeruk nipis, kelapa, ketumbar, kunyit, lengkuas, penyedap rasa, santan, serai, teh, tomat)",bali
1147,sambal luat,"(cabai merah, cabe rawit, garam, jeruk nipis, kemangi)",bali
1148,tar susu kupang,"(air, baking powder, keju, maizena, margarin, mentega, susu, teh, telur, tepung terigu, vanili)",bali
1149,ikan ketubu,"(bawang putih, cabai merah, daun jeruk, garam, ikan, jahe, jeruk nipis, kemangi, kunyit, lengkuas, minyak, penyedap rasa, serai, tomat)",bali
1150,barongko pisang telur,"(garam, gula, kacang tanah, kelapa, pisang, santan, teh, telur, vanili)",bali
1151,plecing kangkung khas lombok,"(beras, cabai merah, cabe rawit, garam, gula, gula merah, jeruk nipis, kacang tanah, kangkung, kerupuk, penyedap rasa, tauge, teh, terasi, tomat)",bali
1152,sirasang kakap merah,"(bawang putih, cabai merah, garam, ikan, jeruk nipis, kemiri, ketumbar, kunyit, lada, penyedap rasa, teh, tomat)",bali
1153,sepat,"(air, bawang putih, belimbing, cabai merah, cabe rawit, daun ruku, garam, ikan, jeruk nipis, jeruk purut, kemiri, ketumbar, lada, penyedap rasa, terong, tomat)",bali
1154,betejadi olahan susu,"(daging sapi, garam, gula, susu, teh, vanili)",bali
1155,bongkawit,"(beras, garam, kacang merah, kelapa, ketan, santan, teh)",bali
1156,bongkabola,"(air, beras, garam, ketan, teh)",bali
1157,ayam bakar taliwang,"(bawang putih, cabai merah, daging ayam, daun jeruk, garam, gula, gula merah, jeruk nipis, kelapa, kemiri, kencur, penyedap rasa, santan, serai, teh, terasi)",bali
1158,babinka,"(garam, gula, gula merah, ketan, margarin, tepung ketan, tepung terigu)",bali
1159,opak ape pisang,"(baking soda, daging ayam, gula, margarin, minyak, pisang, teh, telur, tepung terigu, vanilla)",bali
1160,singang nila,"(air, air asam, asam, cabai merah, cabe rawit, garam, gula, ikan, kemangi, kemiri, kunyit, minyak, terong)",bali
1161,dange lipat,"(garam, gula, ketan, teh, tepung ketan, tepung terigu)",bali
1162,siong sirak ayam,"(air, bawang putih, daging ayam, daun salam, garam, gula, kemiri, kunyit, lada, laos, minyak, penyedap rasa, serai)",bali
1163,sambal beberuk,"(cabai merah, cabe rawit, garam, gula, jeruk nipis, kacang panjang, minyak, teh, terasi, terong, tomat)",bali
1164,kue batar,"(air, gula, gula aren, ketan, minyak, soda kue, teh, telur, tepung, tepung ketan, tepung tapioka, tepung terigu)",bali
1165,padu telu,"(bawang putih, cabai merah, daun pisang, garam, gula, ikan, kunyit, lengkuas, merica, penyedap rasa, pisang, teh, telur)",bali
1166,ayam rarang khas ntb,"(air, bawang putih, cabai merah, daging ayam, daun jeruk, garam, jamur, jeruk nipis, kaldu jamur, kemiri, lada, lemon, lengkuas, minyak, teh)",bali
1167,opor manuk,"(air, bawang putih, cabai merah, cabe rawit, cengkeh, daging ayam, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, jintan, kayu manis, kelapa, kemiri, ketumbar, lada, lengkuas, minyak, penyedap rasa, santan, serai, teh)",bali
1168,ayam tum khas,"(bawang putih, cabai merah, cengkeh, daging ayam, daun jeruk, daun pisang, daun salam, garam, jahe, jeruk nipis, jintan, kemiri, kencur, kunyit, lada, lengkuas, pisang, terasi)",bali
1169,ayam nyat nyat khas,"(air, bawang putih, cabai merah, cabe rawit, daging ayam, daun salam, garam, jahe, kencur, ketumbar, kunyit, labu, lada, merica, minyak, pala, penyedap rasa, serai, terasi)",bali
1170,sayur urap khas,"(bawang putih, cabai merah, cabe rawit, garam, jeruk nipis, kacang panjang, minyak, penyedap rasa, tauge, terasi)",bali
1171,rujak kuah pindang khas,"(air, daun jeruk, daun salam, garam, gula, ikan, jeruk nipis, mangga, nanas, pepaya, serai, terasi)",bali
1172,sambal embe khas,"(bawang putih, cabai merah, cabe rawit, garam, jeruk nipis, penyedap rasa, terasi)",bali
1173,ayam betutu fillet khas ala mbak binti sae,"(bawang putih, cabai merah, daging ayam, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, kemiri, kencur, ketumbar, kunyit, lada, lengkuas, serai)",bali
1174,jukut mekuah khas terong kacang merah,"(air, bawang putih, cabai merah, cabe rawit, daun salam, garam, jahe, kacang merah, kencur, kunyit, minyak, penyedap rasa, terasi, terong)",bali
1175,sate lilit ayam khas,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, garam, gula, gula merah, jahe, jamur, jeruk nipis, kaldu jamur, kelapa, kencur, ketumbar, kunyit, lengkuas, merica, minyak, santan, serai, terasi)",bali
1176,sate pedas manis khas,"(bawang putih, cabai merah, daging ayam, garam, gula, gula merah, kecap, kemiri, ketumbar, minyak, terasi)",bali
1177,soto sapi khas ala edbars kitchen,"(daging sapi, daun jeruk, daun salam, garam, jahe, jeruk nipis, lada, lobak, serai)",bali
1178,soto daging bening khas,"(air, bawang putih, cabai merah, daging ayam, garam, jahe, kecap, kecap asin, kemiri, ketumbar, lengkuas, lobak, merica, minyak, penyedap rasa, seledri)",bali
1179,jukut bejek khas,"(air, bawang putih, cabai merah, cabe rawit, garam, jeruk nipis, kacang panjang, kelapa, kemiri, kencur, kunyit, merica, minyak, santan, terasi)",bali
1180,mujair nyatnyat khas kintamani,"(air, bawang putih, cabai merah, cabe rawit, garam, gula, jahe, jamur, jeruk nipis, kaldu jamur, kemiri, kencur, ketumbar, kunyit, lengkuas, merica, minyak, terasi)",bali
1181,tuung timbung khas,"(air, bawang putih, cabai merah, cabe rawit, daun salam, garam, jahe, jamur, kaldu jamur, kunyit, minyak, terasi, terong)",bali
1182,es gula khas,"(air, daun pandan, gula, jeruk nipis)",bali
1183,ayam sisit khas,"(air, bawang putih, cabai merah, daging ayam, daun jeruk, daun salam, garam, gula, jeruk nipis, kencur, kunyit, minyak, serai, terasi)",bali
1184,ayam goreng suna cekuh khas,"(air, bawang putih, cabai merah, cabe rawit, daun salam, garam, gula, jahe, kunyit, terasi)",bali
1185,nasi sele khas,"(beras, garam, ubi)",bali
1186,tempe bakar sambal matah khas,"(bawang putih, cabai merah, cabe rawit, daun jeruk, garam, jeruk nipis, jeruk purut, minyak, serai, tempe)",bali
1187,jaje bendu ubi khas,"(ketan, tepung ketan, tepung terigu, ubi)",bali
1188,ayam betutu khas,"(air, bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, kemiri, ketumbar, kunyit, lada, lengkuas, merica, serai, susu, teh)",bali
1189,pisang rai khas,"(air, beras, daun pandan, garam, gula, kelapa, maizena, pisang, santan, tepung beras, tepung terigu)",bali
1190,kandas sarai sambal serai khas dayak,"(cabai merah, cabe rawit, garam, gula, ikan, penyedap rasa, serai, terasi)",bali
1191,sambal matah simpel praktis khas,"(cabai merah, cabe rawit, daging ayam, garam, jeruk nipis, minyak, penyedap rasa, serai)",bali
1192,nasi goreng kesuna cekuh khas dengan bayam merah,"(beras, cabai merah, cabe rawit, garam, jamur, kaldu jamur, kemiri, kencur, kunyit, merica, minyak, terasi, udang)",bali
1193,ayam suwir sambal matah khas,"(air, cabai merah, cabe rawit, daging ayam, garam, jeruk nipis, minyak, penyedap rasa)",bali
1194,kue djadja laklak pandanjaje laklak pandanserabi khas,"(air, baking soda, beras, daun pandan, garam, gula, gula aren, gula merah, kelapa, santan, tepung, tepung beras, tepung tapioka, tepung terigu)",bali
1195,mujair nyatnyat khas,"(bawang putih, cabai hijau, cabai merah, cabe rawit, daun salam, ikan, jahe, jeruk nipis, kemiri, kencur, ketumbar, kunyit, lada, lengkuas, serai, terasi, tomat)",bali
1196,sambal embe khas,"(bawang putih, cabai merah, cabe rawit, garam, jeruk nipis, kunyit, minyak, terasi)",bali
1197,nasi sela khas dengan bunga telang,"(air, beras, bunga telang, daun pandan, ubi)",bali
1198,es gula khas,"(air, daun pandan, gula, jeruk nipis, pewarna makanan)",bali
1199,gurame nyat nyat khas,"(air, bawang putih, cabai merah, cabe rawit, daun salam, garam, gula, ikan, jahe, jeruk nipis, kemiri, kencur, ketumbar, kunyit, lengkuas, tomat)",bali
1200,jaja klepon khas muncrat di mulut,"(air, beras, daun pandan, daun suji, garam, gula, gula merah, ketan, minyak, sirih, tepung beras, tepung ketan, tepung terigu)",bali
1201,tum ayam khas,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun pisang, garam, jahe, kemiri, kencur, kunyit, lengkuas, merica, minyak, pala, penyedap rasa, pisang, serai, terasi)",bali
1202,nasi goreng suna cekuh khas,"(bawang putih, beras, cabai merah, cabe rawit, garam, jamur, kaldu jamur, kemiri, kencur, kunyit, merica, minyak, telur, terasi, timun, tomat, wortel)",bali
1203,nasi goreng bumbu kesuna cekuh khas,"(bawang putih, beras, cabai merah, garam, gula, gula merah, kemiri, kencur, kunyit, minyak)",bali
1204,batun bedil khas,"(air, daun pandan, garam, gula, kelapa, maizena, santan, tepung, tepung tapioka, tepung terigu, ubi, vanilla)",bali
1205,plecing telegis khas karangasem,"(cabai merah, garam, kacang hijau, kacang keplos, kacang mentik, kacang panjang, kacang telegis, kacang tholo, kangkung, penyedap rasa, tauge, terasi, terong, tomat)",bali
1206,sate lilit tuna khas,"(air, air asam, bawang putih, cabai merah, cabe rawit, daun jeruk, garam, gula, ikan, jahe, jeruk nipis, jeruk purut, kelapa, kencur, ketumbar, kunyit, lengkuas, santan, serai, tepung, tepung beras, tepung tapioka, tepung terigu, terasi)",bali
1207,ayam sisit khas gianyar,"(air, bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, daun salam, jahe, jeruk nipis, kencur, kunyit, lengkuas, minyak, penyedap rasa, serai, terasi, tomat)",bali
1208,keripik ladrang pedas khas,"(air, bawang putih, cabai merah, cabe rawit, daun jeruk, garam, jamur, jeruk nipis, kaldu jamur, telur, tepung, tepung tapioka, tepung terigu)",bali
1209,ayam goreng sere lemo terasi dan jeruk lemo khas,"(cabai merah, cabe rawit, daging ayam, garam, jamur, jeruk nipis, kaldu jamur, minyak, terasi)",bali
1210,es kuwut khas,"(air, air kelapa, biji selasih, jeruk nipis, kelapa, melon, sirup)",bali
1211,rawon buah wani khas,"(air, bawang putih, cabai merah, daun jeruk, daun salam, garam, gula, gula merah, jahe, jeruk nipis, jeruk purut, kelapa, kemiri, kencur, ketumbar, kunyit, lengkuas, merica, minyak, penyedap rasa, santan, serai, teh, terasi, wani)",bali
1212,ayam sambal matah clean food day,"(cabai merah, cabe rawit, daging ayam, daun jeruk, garam, gula, jagung, jeruk nipis, minyak, pokcoy, serai, ubi)",bali
1213,plecing kangkung khas lombok,"(bawang putih, cabai merah, cabe rawit, garam, gula, jeruk nipis, kacang tanah, kangkung, terasi, tomat)",bali
1214,hati dan ayam betutu khas mpasi m,"(air, bawang putih, beras, daging ayam, keju, kemiri, kencur, ketumbar, kunyit, lengkuas, minyak, serai)",bali
1215,sambal bongkot kecombrang khas,"(bawang putih, cabai merah, cabe rawit, garam, jamur, jeruk nipis, kaldu jamur, kecombrang, minyak)",bali
1216,jaje kaliadrem khas,"(air, beras, daun pandan, garam, gula, gula merah, ketan, minyak, tepung beras, tepung ketan, tepung terigu, wijen)",bali
1217,es bir khas,"(air, jeruk nipis)",bali
1218,mie goreng sambal matah,"(air, bawang putih, cabai merah, cabe rawit, daging ayam, garam, jeruk nipis, kecap, lada, mie, minyak, saos, saos tiram, serai, telur, terasi, tomat)",bali
1219,sambal tunu,"(bawang putih, cabai merah, cabe rawit, garam, minyak, terasi, tomat)",bali
1220,nasi ketan pisang khao tum mud,"(air, beras, daun pandan, daun pisang, garam, gula, kelapa, ketan, pisang, santan)",bali
1221,plecing kangkung,"(air, bawang putih, buncis, cabai merah, cabe rawit, garam, gula, jeruk nipis, kangkung, terasi, tomat)",bali
1222,masak jukut belek khas kutai resep turuntemuruin,"(air, bawang putih, cabai merah, cabe rawit, garam, gula, ikan, minyak, penyedap rasa, tomat)",bali
1223,tahu go matah,"(cabai hijau, cabai merah, cabe rawit, daun bawang, daun jeruk, gula, jamur, jeruk nipis, jeruk purut, kaldu jamur, penyedap rasa, serai, tahu, tepung terigu)",bali
1224,jajajaje kaliadrem khas,"(air, beras, garam, gula, gula merah, ketan, minyak, tepung beras, tepung ketan, tepung terigu, vanili, wijen)",bali
1225,tum ikan tuna,"(bawang putih, cabai merah, cabe rawit, daun pisang, garam, ikan, jahe, kemiri, kencur, ketumbar, kunyit, lada, pala, pisang, serai)",bali
1226,pepestum tuna kemangi,"(daun pisang, garam, ikan, kemangi, merica, penyedap rasa, pisang, telur)",bali
1227,ayam betutu super pedas,"(air, bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, garam, gula, jahe, jeruk nipis, kemiri, kencur, ketumbar, kunyit, lengkuas, merica, penyedap rasa, serai, terasi)",bali
1228,bubuh bubur,"(air, beras, daging ayam, kacang tanah, kacang tholo)",bali
1229,plecing kangkung mommylicious,"(bawang putih, cabai merah, cabe rawit, garam, jeruk nipis, kangkung, terasi, tomat)",bali
1230,nugget ebi sambal matah,"(bawang putih, cabai hijau, cabai merah, cabe rawit, daun jeruk, gula, jamur, jeruk nipis, jeruk purut, kaldu jamur, penyedap rasa, serai, udang)",bali
1231,ayam goreng bumbu pelecingan,"(bawang putih, cabai merah, daging ayam, garam, gula, minyak, saos, terasi, tomat)",bali
1232,ayam betutu daun singkong,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, daun pisang, daun salam, daun singkong, garam, jahe, jeruk nipis, kacang tanah, kemiri, kencur, ketumbar, kunyit, lada, lengkuas, minyak, pala, pisang, serai, terasi, ubi)",bali
1233,base genep versi komplit,"(bawang putih, cabai merah, cabe rawit, cengkeh, daging ayam, daun jeruk, daun salam, jahe, jeruk nipis, jintan, kemiri, kencur, ketumbar, kunyit, lada, lengkuas, minyak, pala, serai, terasi)",bali
1234,jukut urap,"(bawang putih, bayam, cabai merah, cabe rawit, cengkeh, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, jintan, kacang panjang, kemiri, kencur, ketumbar, kol, kunyit, lada, lengkuas, pala, penyedap rasa, serai, tauge, terasi, wortel)",bali
1235,telur sambal matah,"(air, air asam, bawang putih, cabai merah, daging ayam, daun jeruk, garam, gula, gula merah, jamur, jeruk nipis, kaldu jamur, minyak, telur)",bali
1236,sambal matah kaya rempah,"(bawang putih, cabai merah, daun jeruk, garam, gula, jahe, jeruk nipis, kunyit, lengkuas, minyak, pala, penyedap rasa, serai, terasi, udang)",bali
1237,mie caksu sambal matah,"(cabai merah, cabe rawit, mie, minyak, penyedap rasa, telur)",bali
1238,telur dadar sambal matah,"(cabai merah, cabe rawit, daging ayam, daun jeruk, garam, gula, jamur, jeruk nipis, jeruk purut, kaldu jamur, lemon, minyak, serai, telur, tepung terigu, terasi)",bali
1239,sumping waluh khas,"(beras, daun pisang, garam, gula, gula merah, pisang, tepung, tepung beras, tepung tapioka, tepung terigu)",bali
1240,crispy fish bites sambal matah,"(air, cabai merah, cabe rawit, daun jeruk, garam, ikan, jeruk nipis, lada, minyak, penyedap rasa, serai, tepung terigu)",bali
1241,orak arik telur sambal matah,"(air, bawang putih, cabai merah, cabe rawit, daun bawang, daun jeruk, garam, jamur, jeruk nipis, kaldu jamur, minyak, serai, telur, terasi)",bali
1242,lemuru goreng tepung sambal matah,"(air, bawang putih, beras, cabai merah, cabe rawit, daun jeruk, garam, gula, ikan, jeruk nipis, ketumbar, kunyit, lada, minyak, serai, tepung beras, tepung terigu, tomat)",bali
1243,ikan dorang hitam bakar jimbaran,"(bawang putih, cabai merah, cabe rawit, garam, gula, ikan, jeruk nipis, kecap, kemiri, ketumbar, margarin, penyedap rasa, saos, saos tiram)",bali
1244,nasi campur,"(air, air asam, bawang putih, beras, cabai merah, cabe rawit, daging ayam, daun jeruk, garam, gula, ikan, jahe, jeruk nipis, jeruk purut, kacang panjang, kelapa, kemiri, kencur, ketumbar, kunyit, lengkuas, merica, minyak, santan, serai, telur, tepung, tepung tapioka, tepung terigu, terasi)",bali
1245,mujaer sambal serai,"(air, cabai merah, cabe rawit, daging sapi, garam, gula, ikan, minyak, serai, terasi)",bali
1246,lauk cepat tumis ayam suwir ayam sisit,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, garam, gula, jeruk nipis, jeruk purut, kunyit, serai)",bali
1247,sambal sereh udang jerbung,"(air, cabai merah, cabe rawit, daging sapi, daun jeruk, garam, gula, jeruk nipis, minyak, penyedap rasa, serai, timun, udang)",bali
1248,manyung bakar sambal matah,"(bawang putih, garam, ikan, jeruk nipis, merica)",bali
1249,terong ijo masak ala tuung timbung khas,"(air, cabai merah, cabe rawit, garam, gula, jahe, kecap, kunyit, minyak, terong, tomat)",bali
1250,ayam betutu rebus,"(air, bawang putih, cabai merah, cabe rawit, daging ayam, garam, gula, jahe, kemiri, kencur, ketumbar, kunyit, lengkuas, merica, minyak, penyedap rasa, serai, terasi)",bali
1251,ikan kembung bakar bumbu jimbaran,"(bawang putih, cabai merah, cuka, garam, gula, ikan, kecap, kemiri, ketumbar, lengkuas, minyak, saos, saos tiram)",bali
1252,cumi sambal jimbaran,"(bawang putih, cabai merah, cumi-cumi, daun jeruk, garam, gula, gula merah, jahe, jeruk nipis, kemiri, ketumbar, minyak, penyedap rasa, serai, terasi)",bali
1253,udang bakar jimbaran,"(bawang bombay, bawang putih, garam, gula, jeruk nipis, merica, minyak, nanas, saos, saos tiram, terasi, udang)",bali
1254,ayam betutu kuah,"(air, bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, daun salam, garam, gula, jahe, jamur, jeruk nipis, kaldu jamur, ketumbar, kunyit, lada, lengkuas, serai)",bali
1255,ayam sisit mesere,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, garam, jamur, jeruk nipis, kaldu jamur, minyak, terasi)",bali
1256,pepes ayam base genep,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, daun pisang, garam, gula, jahe, jeruk nipis, kemiri, kencur, ketumbar, kunyit, lada, lengkuas, pala, penyedap rasa, pisang, terasi)",bali
1257,mesere tahu simple,"(air, air asam, cabai hijau, cabai merah, cabe rawit, garam, jamur, jeruk nipis, kaldu jamur, minyak, tahu, teh, terasi)",bali
1258,terong hijau sambal matah,"(cabai merah, cabe rawit, garam, ikan, jeruk nipis, minyak, penyedap rasa, serai, terasi, terong)",bali
